lBy;lOwnerid;lparent
slowpokes;419393;GC104P4
Team Jimni;1034834;GC104P4
Team Jimni;1034834;GC104P4
The Iowegian;956863;GC104P4
Arquette;718737;GC104P4
PCFrog;362437;GC104P4
Geomutt95;282032;GC104P4
Corp Of  Discovery;97312;GC104P4
gailio;1124333;GC104P4
fieroguy19;713718;GC104P4
Team SAM;280988;GC104P4
Team Emberton;1066727;GC104P4
2golfers;159738;GC104P4
rickamcmillion;364082;GC104P8
joranda;503984;GC104P8
Fuzzy B;281148;GC104P8
Wolf Larsen;817871;GC104P8
army4X4;287795;GC104P8
MutherAndSun;944590;GC104P8
schwenk5;418350;GC104P8
Cerviperus;873446;GC104P8
CYBret;39219;GC104P8
WPN1999;769391;GC104P8
Mitchy13;300568;GC104P8
YemonYime;245052;GC104P8
daywatch;1112064;GC104P8
smtycolt;94818;GC104P8
roelsch;29948;GC104P8
Mean Gene;7108;GC104P8
2~Sherlocks;114471;GC104P8
Team AC DC;499725;GC104P8
Cerviperus;873446;GC104P8
TeamCooper;274862;GC104P8
Peoria Bill;100752;GC104P8
roelsch;29948;GC104PJ
Mean Gene;7108;GC104PJ
dgbrown1877;54767;GC104PJ
Wadcutter;51976;GC104PJ
babe_in_the_woods;298040;GC104PJ
RivFan;807550;GC104PJ
pattytracker;28016;GC104PJ
kurtstepp;395392;GC104PJ
wvhillbilly59;603472;GC104PJ
gyoi;483213;GC104PJ
sbeng;39861;GC104PJ
2golfers;159738;GC104PJ
Team Jimni;1034834;GC104PJ
bakov5;1180417;GC104PJ
Streetrodder;213048;GC104PJ
gailio;1124333;GC104PJ
fieroguy19;713718;GC104PJ
barkbox;400226;GC104PJ
Fuzzy B;281148;GC104PJ
scuba inst;207121;GC104PJ
MutherAndSun;944590;GC104PJ
lucy92979;161275;GC104PJ
CYBret;39219;GC104PV
roelsch;29948;GC104PV
Mean Gene;7108;GC104PV
dgbrown1877;54767;GC104PV
pattytracker;28016;GC104PV
babe_in_the_woods;298040;GC104PV
RivFan;807550;GC104PV
pattytracker;28016;GC104PV
wapitidean@yahoo.com;1232569;GC104PV
paparay;272192;GC104PV
RGS;27639;GC104PV
kurtstepp;395392;GC104PV
Wadcutter;51976;GC104PV
gyoi;483213;GC104PV
2golfers;159738;GC104PV
Team Jimni;1034834;GC104PV
Arquette;718737;GC104PV
bakdoc;890431;GC104PV
2~Sherlocks;114471;GC104PV
gailio;1124333;GC104PV
fieroguy19;713718;GC104PV
Geomutt95;282032;GC104PV
Corp Of  Discovery;97312;GC104PV
barkbox;400226;GC104PV
barkbox;400226;GC104PV
Fuzzy B;281148;GC104PV
EAGLEi-360;1444412;GC104TC
kodiak_62;164926;GC104TC
Gedoon;1030948;GC104TC
RReaster;1206503;GC104TC
SISSYJ;1223137;GC104TC
RReaster;1206503;GC104TC
JHB50 & better 1/2;213397;GC104TC
AirRaidFan;79654;GC104TC
MetroGT;520223;GC104TC
Dr. Who and K-9;155959;GC104TC
oneday;947901;GC104TC
wooddoctor;954979;GC104TC
sudamar;659386;GC104TC
RR Signalman;1276741;GC1054R
knoopa;591136;GC1054R
sahara97;531962;GC1054R
golfpt;529241;GC1054R
Moose21;64073;GC1054R
Satchamo 44;1040357;GC1054R
naturgrl53;914885;GC1054R
jennac;1220659;GC1054R
AtomicCacher;329555;GC1054R
onkelart;1187922;GC1054R
Mo Trainman and X Teach;342185;GC1054R
RGS;27639;GC1054R
jr8fan;538868;GC1054R
jimmygps;230078;GC1054R
MidMOMarcia;637805;GC1054R
KY_Firebird;531080;GC1054R
Paper_Doll;531081;GC1054R
Sean-Athair;351483;GC1054R
not tom;685670;GC1054R
Trafftoo;770878;GC1054R
JT4C;1118815;GC1054R
BBD1;638176;GC1054R
Jim McDonald;996622;GC1054R
The_Martins;144959;GC1054R
Satchamo 44;1040357;GC1054R
Specter;102262;GC1054R
mjsc;1246589;GC10566
sammi4x488ii;1245535;GC10566
dedoming;1377039;GC10566
teacman;546086;GC10566
BabyGirl1980;1278792;GC10566
go-purdue;453288;GC10566
Jenischmeni;966434;GC10566
zugzwang;1052745;GC10566
brazilindy;563062;GC10566
anabel;567355;GC10566
seporp1;68496;GC10566
mike_anderson1492;71775;GC10566
jak61;295762;GC10566
wdk71;1035783;GC10566
golf and horses;737137;GC10566
GibsonLP6;513802;GC10566
2aussies;437890;GC10566
burrisn78;829649;GC10566
augray;707302;GC10566
luigi38;898403;GC10566
peanutsdad;857208;GC10566
blackjeep1989;692270;GC10566
McGeo;82047;GC10577
cachingbearmama;747769;GC10577
koneko;72476;GC10577
Panther in the Den;213874;GC10577
laugh and a half;737652;GC10577
golf and horses;737137;GC10577
Happykraut;100925;GC10577
Faery_G;681575;GC10577
K-TEAM;30060;GC10577
roelsch;29948;GC10577
Mean Gene;7108;GC10577
cbugle;861267;GC10577
Flowerdoc;165046;GC10577
RedBuckle;1069337;GC10577
king-of-halloween;159330;GC10577
OzGuff;155595;GC10577
Flowerdoc;165046;GC10577
OzGuff;155595;GC10577
nighthawk 55;1100090;GC10577
ZBQ;162778;GC10577
Takanuva;290513;GC10577
Nathannah;158683;GC10577
SpottedU;227885;GC10577
sgossett;1257878;GC10577
sk8er72;1193668;GC105FD
JAMFAM7;1409866;GC105FD
ashbergwielocks;1429220;GC105FD
EXDNR;350576;GC105FD
bluedevils23;1316093;GC105FD
GPSnalot;1362560;GC105FD
quailman2;1256964;GC105FD
smithFamilyKS;915516;GC105FD
Scott & Tam;345677;GC105FD
thefullers;1065113;GC105FD
gpstreasureman;539657;GC105FD
Tech_DIVA;87808;GC105FD
dogtulosba;338173;GC105FD
speedtrap55;518404;GC105FD
GeoMarshall421;513776;GC105FD
stlbarb;178534;GC105FD
Grandpa L;342948;GC105FD
breezyhill cachers;472339;GC105FD
JillcachingIn;188030;GC105FD
loumil;449303;GC105FD
Pauleefox;230428;GC105FD
JT4C;1118815;GC105FD
Trafftoo;770878;GC105FD
Coal Creek Cacher;1267516;GC105FD
ppoe1483;257757;GC105FD
BubbaNJuju;838624;GC105FD
twilight rabbit;131524;GC105FD
GOBO'S UNCLE MAC;881289;GC105FD
Twin Flames;1231079;GC105FD
Huggie Hunters;1147280;GC105FD
mwtar;772296;GC105FD
LadyJane1960;1161711;GC105FD
pearmanc;632133;GC105FD
Gee-O-Trackers;479650;GC105FD
133AWOG;447195;GC105FD
riverrunnermo;1139669;GC105FD
ozarkcheryl;1199824;GC105FD
celebrationkim;1118584;GC105FD
RicknJoy;920754;GC105FD
deputydawg2424;919183;GC105FD
awhsom;94624;GC105FD
team Norman;320378;GC105FD
cummings66;577435;GC105FD
chaosbrothers;419869;GC105FD
Treasure Chaser;185017;GC105FD
Jar-Lid;279480;GC105FD
matnj;1104806;GC105FD
fiddlish;605504;GC105FD
4America;24976;GC105FD
sciwiz1;1223249;GC105P9
phoebe1;808829;GC105P9
eagle usa;1005863;GC105P9
light feather;809317;GC105P9
1 CW OP;760542;GC105P9
u3putt2;1283414;GC105P9
Kerstin76;349343;GC105P9
mjipitch;253892;GC105P9
dlund100;1027847;GC105P9
blackjeep1989;692270;GC105P9
robost;817641;GC105P9
bakdoc;890431;GC105P9
Rocket Girl;337469;GC105P9
MutherAndSun;944590;GC105P9
GoodHunting;45046;GC105P9
bootch;205797;GC105P9
roelsch;29948;GC105P9
solarwib;42258;GC10648
MetroGT;520223;GC10648
sportygirl2;656409;GC10648
Max & Rustys Dad;505930;GC10648
JHB50 & better 1/2;213397;GC10648
jrenaud;1463916;GC1068A
zcaching;1405206;GC1068A
ViperVixen;1355791;GC1068A
Higgybear07;1156838;GC1068A
dougieniles;1224298;GC1068A
cds231;645750;GC1068A
n2snow;1033914;GC1068A
eddiecanis;623430;GC1068A
Skitters;42947;GC1068A
JC_Geo;448150;GC1068A
debrnwld;1058631;GC1068A
Geoweo;471840;GC1068A
NateDawgCC;913592;GC1068A
abvmjim;512979;GC1068A
spadman101;975161;GC1068A
Lost Boys;41420;GC1068A
JonesCrew;539258;GC1068A
MOHarp;1276098;GC1068A
XhiRhoManiac;86946;GC1068A
RufferThanYou;1030451;GC1068A
TwoOldtimers;1118864;GC1068A
57chevy;428860;GC1068A
CAPTIN OBVIOUS;1240263;GC1068A
ksubzro;1217796;GC1068A
TeamJames;352106;GC1068A
TheVillys&Oodles;993591;GC1068A
roelsch;29948;GC1068A
Mean Gene;7108;GC1068A
Kings_Quest;1073803;GC1068A
GreenCachers;204740;GC1068A
docspot;950251;GC1068A
Team FujiFool;790278;GC1068A
cacherovers;162430;GC1068A
CacheRcheck;90721;GC1068A
wow4mom;60624;GC1068A
drb56;919533;GC1068A
Jilly7;1116841;GC1068A
DopsonGeos;1118150;GC1068A
adcisler;1089157;GC1068A
GB-Cacher;83899;GC1068A
pferrario;214613;GC1068A
jeep1105;957470;GC1068A
stlbarb;178534;GC1068A
camkiss;1119759;GC1068A
goldenboys;406809;GC1068A
Faery_G;681575;GC1068A
heelstring_hunter;1406282;GC1072N
jennac;1220659;GC1072N
RGS;27639;GC1072N
wwranch;926405;GC1072N
Chuck Walla;791612;GC1072N
Chuck Walla;791612;GC1072N
wwranch;926405;GC1072N
Team Pink;418183;GC1072N
not tom;685670;GC1072N
benefield;1061325;GC1072N
rklmbl;284922;GC1072N
"CacheMates";163502;GC1072N
wood_son;981460;GC1072N
007bondfan;806529;GC1072N
cds231;645750;GC10777
Didg Guy;200146;GC10777
Team Honeybunnies;363019;GC10777
marc_54140;38349;GC10777
zuma!;232945;GC10777
3Pals;715953;GC10777
Fuzzy B;281148;GC10777
cavebear7;977685;GC10777
Team PLASTICS;1029338;GC10777
RGS;27639;GC10777
Wheelinb;861923;GC10777
hart612;191462;GC10777
Mad Dogs 5;258942;GC10777
Arndtwe;808575;GC10777
GoodHunting;45046;GC10777
indyroar;839114;GC10777
PapaFuzz;1097196;GC10777
Graybeard7;810142;GC10777
jheyen;1163636;GC10777
L Frank;1017538;GC10777
blackjeep1989;692270;GC10777
Dakota J;972794;GC10777
LostGrunts;140708;GC10777
Cashed Out;428827;GC10777
Team Jimni;1034834;GC10777
NoLemon;39418;GC10777
Team Jimni;1034834;GC10777
Team Jimni;1034834;GC10777
NebulousNimrod;745842;GC10777
schnauzermomx2;737255;GC10777
joranda;503984;GC10777
helfire;872580;GC10777
razor1965;597121;GC10777
mjipitch;253892;GC10777
Team Jimni;1034834;GC10793
pattytracker;28016;GC10793
dustystar;14082;GC10793
MutherAndSun;944590;GC10793
gossamar;33094;GC10793
joranda;503984;GC10793
RivFan;807550;GC10793
Bush Dog;89931;GC10793
browneyedgirl7;1475455;GC107CF
cavebear7;977685;GC107CF
cds231;645750;GC107CF
Didg Guy;200146;GC107CF
L Frank;1017538;GC107CF
Fuzzy B;281148;GC107CF
rcawley;1212645;GC107CF
RGS;27639;GC107CF
osmond4;504458;GC107CF
MJJS;928045;GC107CF
racer2814;744677;GC107CF
jonnevel;1142695;GC107CF
joranda;503984;GC107CF
Mr. P;72978;GC107CF
MJJS;928045;GC107CF
Graybeard7;810142;GC107CF
bakdoc;890431;GC107CF
Squirmanator;420340;GC107CF
blackjeep1989;692270;GC107CF
lizzybell;1088948;GC107CF
IA Hobbes;257666;GC107CF
mjipitch;253892;GC107CF
Wadcutter;51976;GC107CF
KrispyCacher;1145455;GC107CF
gorgon9380;527062;GC107CF
helfire;872580;GC107CF
super_cacher;1005578;GC107CF
MutherAndSun;944590;GC107CF
Two&Two;398280;GC107CF
GeoGirl08;1451056;GC107JN
gonaem;1385948;GC107JN
-boatman-;319628;GC107JN
scouter103;396275;GC107JN
RiverNWick;847436;GC107JN
yogi and dolphin;141514;GC107JN
KVin189;1261274;GC107JN
We Want Cache;1268508;GC107JN
Link and Lenny;1261461;GC107JN
Sherlock121;882623;GC107JN
fighting mongooses;409906;GC107JN
1998volsfan;828443;GC107JN
G-T-Martin;1088164;GC107JN
pirates of the cache n carry;1040614;GC107JN
cgeek;639660;GC107JN
cannotreadgps;438165;GC107JN
Cachestalker94;414910;GC107JN
minnie mouse;466553;GC107JN
volnut;430014;GC107JN
justice seeker;1381683;GC107NK
Cotty2hotty;969049;GC107NK
gonaem;1385948;GC107NK
-boatman-;319628;GC107NK
honey047;1329137;GC107NK
shadow047;1329131;GC107NK
scout47;1329121;GC107NK
Team Gingerbread;998444;GC107NK
B.Bunny;1294686;GC107NK
KVin189;1261274;GC107NK
RiverNWick;847436;GC107NK
yogi and dolphin;141514;GC107NK
G-T-Martin;1088164;GC107NK
PharmD93;677589;GC107NK
drewbdoo;815520;GC107NK
pirates of the cache n carry;1040614;GC107NK
cgeek;639660;GC107NK
Hobbit Taz;933682;GC107NK
CribbageWitch;956939;GC107NK
jfieser;1028755;GC107NK
volnut;430014;GC107NK
gonaem;1385948;GC107Q1
-boatman-;319628;GC107Q1
yogi and dolphin;141514;GC107Q1
RiverNWick;847436;GC107Q1
G-T-Martin;1088164;GC107Q1
pirates of the cache n carry;1040614;GC107Q1
nascarjunk;642292;GC107Q1
Hobbit Taz;933682;GC107Q1
CribbageWitch;956939;GC107Q1
jfieser;1028755;GC107Q1
volnut;430014;GC107Q1
Pampchefmargieb;1466053;GC107QY
gonaem;1385948;GC107QY
-boatman-;319628;GC107QY
honey047;1329137;GC107QY
shadow047;1329131;GC107QY
scout47;1329121;GC107QY
B.Bunny;1294686;GC107QY
KVin189;1261274;GC107QY
yogi and dolphin;141514;GC107QY
RiverNWick;847436;GC107QY
B@shful;774381;GC107QY
jimmylogan;773078;GC107QY
G-T-Martin;1088164;GC107QY
drewbdoo;815520;GC107QY
Sweet Thang;829378;GC107QY
Lil Sal;838122;GC107QY
booklover77;1175199;GC107QY
salamander60;795925;GC107QY
pirates of the cache n carry;1040614;GC107QY
cgeek;639660;GC107QY
nascarjunk;642292;GC107QY
jfieser;1028755;GC107QY
volnut;430014;GC107QY
Sherlock121;882623;GC107QY
wooddoctor;954979;GC107T1
oneday;947901;GC107T1
The Incredible Geocachers;1435048;GC107T1
Emersons;1466648;GC107T1
Gedoon;1030948;GC107T1
Happy Hunters 3833;838030;GC107T1
69corvette;1401743;GC107T1
hillsdale;709709;GC107T1
Jfcubed-;1232414;GC107T1
dusty and kate;1288712;GC107T1
nursenine;717362;GC107T1
daggy;24556;GC107T1
Deermark;12918;GC107T1
JHB50 & better 1/2;213397;GC107T1
sudamar;659386;GC107T1
nkelle;1141518;GC107T1
UofMiFan;432640;GC107T1
sudamar;659386;GC107T1
Jas. Cox;1011118;GC107T1
GeoJimmie;151063;GC107T1
jshade;813423;GC107T1
dirtyrat;539706;GC107T1
hillsdale;709709;GC107TA
krull35;747817;GC107TA
kodiak_62;164926;GC107TA
Show Me the Cache;10575;GC107TA
SISSYJ;1223137;GC107TA
RReaster;1206503;GC107TA
kodiak_62;164926;GC107TA
MetroGT;520223;GC107TA
sudamar;659386;GC107TA
Max & Rustys Dad;505930;GC107TA
JHB50 & better 1/2;213397;GC107TA
palegroe;1196713;GC107TF
hillsdale;709709;GC107TF
blargmanus;1369136;GC107TF
thomas425;1369352;GC107TF
Show Me the Cache;10575;GC107TF
RReaster;1206503;GC107TF
SISSYJ;1223137;GC107TF
MutherAndSun;944590;GC107TF
MutherAndSun;944590;GC107TF
krull35;747817;GC107TF
blackjeep1989;692270;GC107TF
MetroGT;520223;GC107TF
kodiak_62;164926;GC107TF
sudamar;659386;GC107TF
Max & Rustys Dad;505930;GC107TF
georgia2maine;729429;GC108C1
smtycolt;94818;GC108C1
koneko;72476;GC108C1
CYBret;39219;GC108C1
bootch;205797;GC108C1
L Frank;1017538;GC108C1
Fuzzy B;281148;GC108C1
jgooose;64307;GC108C1
RGS;27639;GC108C1
cavebear7;977685;GC108C1
jheyen;1163636;GC108C1
BrinkOfDiscovery;658418;GC108C1
roelsch;29948;GC108C1
Mean Gene;7108;GC108C1
Mad Dogs 5;258942;GC108C1
g&s&scooter too;478841;GC108C1
Graybeard7;810142;GC108C1
dickandjane;516299;GC108C1
Dakota J;972794;GC108C1
blackjeep1989;692270;GC108C1
Ras;53360;GC108C1
2~Sherlocks;114471;GC108C1
MJJS;928045;GC108C1
2golfers;159738;GC108C1
TeamCooper;274862;GC108C1
IA Hobbes;257666;GC108C1
mjipitch;253892;GC108C1
jonnevel;1142695;GC108C1
Hobbit Taz;933682;GC108C1
CribbageWitch;956939;GC108C1
kurtstepp;395392;GC108C1
UncleBull;537505;GC108C1
schnauzermomx2;737255;GC108C1
MutherAndSun;944590;GC108C1
gorgon9380;527062;GC108C1
joranda;503984;GC108C1
Gmalibby;972777;GC108G3
Lil Sis Jo;1028331;GC108G3
eric healy;1432890;GC108G3
Pokaseedes;1039222;GC108G3
J&JEN;517316;GC108G3
fultonhornet;1438920;GC108G3
deereman72;413402;GC108G3
sampler;272044;GC108G3
iandelor;1361152;GC108G3
one-t;1361558;GC108G3
laurellea;490769;GC108G3
Le-roy;88360;GC108G3
Pauleefox;230428;GC108G3
snow_rules;2089;GC108G3
garyjune;1195049;GC108G3
pstanley;502241;GC108G3
phoebe1;808829;GC108G3
eagle usa;1005863;GC108G3
Outdoors Duo;1218729;GC108G3
bddfc;1056617;GC108G3
light feather;809317;GC108G3
1 CW OP;760542;GC108G3
Justified;65942;GC108G3
Thystle;95262;GC108G3
ksrenegade;21614;GC108G3
av8scuba;1100325;GC108G3
hummingbird230;481136;GC108G3
av8scuba;1100325;GC108G3
old scroller;1111143;GC108G3
pstanley;502241;GC108G3
pstanley;502241;GC108G3
Team Jimni;1034834;GC108G3
Look4it;207857;GC108G3
gotterv;652401;GC108G3
LadyJane1960;1161711;GC108JZ
btuna;574673;GC108JZ
not tom;685670;GC108JZ
Sean-Athair;351483;GC108JZ
AR-HICK;951049;GC108JZ
hillbilly seekers;1037612;GC108JZ
emkat;621167;GC108JZ
wwranch;926405;GC108JZ
jacksonb;657480;GC108JZ
reggie61;1438011;GC108VT
DaCaveGuy;792055;GC108VT
bbmmp;946448;GC108VT
Sean-Athair;351483;GC108VT
not tom;685670;GC108VT
wood_son;981460;GC108VT
Lynnzie;665913;GC108VT
Captain B & Queen;433128;GC108VT
jacksonb;657480;GC108VT
ice cream man;136494;GC108VT
woodwalker9;125242;GC108VT
hillsdale;709709;GC108WJ
kodiak_62;164926;GC108WJ
SISSYJ;1223137;GC108WJ
jbina;588700;GC108WJ
MetroGT;520223;GC108WJ
sudamar;659386;GC108WJ
Max & Rustys Dad;505930;GC108WJ
JHB50 & better 1/2;213397;GC108WJ
gonaem;1385948;GC10989
carland;1287647;GC10989
KVin189;1261274;GC10989
We Want Cache;1268508;GC10989
Link and Lenny;1261461;GC10989
Sherlock121;882623;GC10989
fighting mongooses;409906;GC10989
1998volsfan;828443;GC10989
G-T-Martin;1088164;GC10989
Cachestalker94;414910;GC10989
cannotreadgps;438165;GC10989
pirates of the cache n carry;1040614;GC10989
minnie mouse;466553;GC10989
cgeek;639660;GC10989
Tinman105;1376932;GC1098M
eTrain1116;1423084;GC1098M
awesome612;1408732;GC1098M
Totter711;1408957;GC1098M
bri13;979971;GC1098M
franke3;1185565;GC1098M
JustUsTwo;91151;GC1098M
jim54;1165836;GC1098M
Bucky & McGee;100697;GC1098M
SEBURR;620351;GC1098M
dirty dog duo;127658;GC1098M
dustystar;14082;GC1098M
BrinkOfDiscovery;658418;GC1098M
eeee4;47460;GC1098M
cavebear7;977685;GC1098M
Texican Space Cowboy;770186;GC1098M
racer2814;744677;GC1098M
pengyou;207073;GC1098M
Boo 2;235694;GC1098M
relikborg;310901;GC109CA
GuardDog;505296;GC109CA
bosco7;843357;GC109CA
moonzthunder;1061779;GC109CA
Fire.Water;1043381;GC109CA
Sean-Athair;351483;GC109CA
not tom;685670;GC109CA
AR-HICK;951049;GC109CA
Rhone;233355;GC109CA
sjclimber;191901;GC109CA
memere and pepere;86570;GC109CA
GeoJenC;415162;GC109CA
hillsdale;709709;GC10A91
krull35;747817;GC10A91
Jas. Cox;1011118;GC10A91
Show Me the Cache;10575;GC10A91
SISSYJ;1223137;GC10A91
RReaster;1206503;GC10A91
blackjeep1989;692270;GC10A91
kodiak_62;164926;GC10A91
ziggy&fuzz;656815;GC10A91
KYmom;736556;GC10A91
MetroGT;520223;GC10A91
connell95;1490947;GC10A98
hillsdale;709709;GC10A98
The Maine-iacs 5;168743;GC10A98
Jas. Cox;1011118;GC10A98
Show Me the Cache;10575;GC10A98
RReaster;1206503;GC10A98
SISSYJ;1223137;GC10A98
blackjeep1989;692270;GC10A98
kodiak_62;164926;GC10A98
Jezekat;794017;GC10A98
ziggy&fuzz;656815;GC10A98
KYmom;736556;GC10A98
hillsdale;709709;GC10A9A
sudamar;659386;GC10A9A
Gedoon;1030948;GC10A9A
SISSYJ;1223137;GC10A9A
RReaster;1206503;GC10A9A
AirRaidFan;79654;GC10A9A
JEEPSTAFF;152301;GC10A9A
robt;174297;GC10A9A
MetroGT;520223;GC10A9A
Dr. Who and K-9;155959;GC10A9A
oneday;947901;GC10A9A
wooddoctor;954979;GC10A9A
robturn;625288;GC10AK3
epheezy;983252;GC10AK3
flowersdaddy;507349;GC10AK3
lovetofly;589548;GC10AK3
Redbeard 30-06;1149807;GC10AK3
r_we_there_yet;1291631;GC10AK3
on_a_quest;1282036;GC10AK3
Fuzzy B;281148;GC10AK3
ice-9;1338294;GC10AK3
Tudy49;311378;GC10AK3
cooper06;630991;GC10AK3
clayfamilycachers;1170536;GC10AK3
dimickfamily5678;1109457;GC10AK3
zoothornrollo;981641;GC10AK3
mshields;726511;GC10AK3
drewbdoo;815520;GC10AK3
coon&bebe;427249;GC10AK3
smartartie;522662;GC10AK3
kaysarah;991711;GC10AK3
two of hearts;550290;GC10AK3
regnad;131969;GC10AK3
GEO.JOE;169770;GC10AK3
kodiak_62;164926;GC10AK3
mho1970;957002;GC10AKF
Rec_man2001;85325;GC10AKF
flowersdaddy;507349;GC10AKF
lovetofly;589548;GC10AKF
The Veep;105609;GC10AKF
r_we_there_yet;1291631;GC10AKF
on_a_quest;1282036;GC10AKF
ice-9;1338294;GC10AKF
2husky;312019;GC10AKF
mshields;726511;GC10AKF
drewbdoo;815520;GC10AKF
Sherlock121;882623;GC10AKF
two of hearts;550290;GC10AKF
kaysarah;991711;GC10AKF
Swagner21;855459;GC10AKF
pirates of the cache n carry;1040614;GC10AKF
matchbook;1045351;GC10AKF
Accire;361048;GC10AT0
tasmo;1397731;GC10AT0
RocketmanC99;83859;GC10AT0
sumpteretc;352057;GC10AT0
Reform676;840751;GC10AT0
Sofi53;1278439;GC10AT0
Le-roy;88360;GC10AT0
snow_rules;2089;GC10AT0
YoungBlood85;573909;GC10AT0
Gerhardus;418856;GC10AT0
awhsom;94624;GC10AT0
3 englishmen & a woman;926277;GC10AT0
hummingbird230;481136;GC10AT0
Major Finder;844884;GC10AT0
K-TEAM;30060;GC10AT0
trekbabe;274248;GC10AT0
Arthur & Trillian;561623;GC10AT0
The Geocoin Secret Agent;961779;GC10AT0
backtrackerj;1080595;GC10AT0
Gmalibby;972777;GC10AT8
Lil Sis Jo;1028331;GC10AT8
Mongo travelers;1303118;GC10AT8
sumpteretc;352057;GC10AT8
shane17;1418251;GC10AT8
eric healy;1432890;GC10AT8
cbn50;151945;GC10AT8
phoebe1;808829;GC10AT8
eagle usa;1005863;GC10AT8
Reform676;840751;GC10AT8
heebs1625;1298629;GC10AT8
pearmanc;632133;GC10AT8
Le-roy;88360;GC10AT8
Pauleefox;230428;GC10AT8
old scroller;1111143;GC10AT8
RocketmanC99;83859;GC10AT8
YoungBlood85;573909;GC10AT8
Gerhardus;418856;GC10AT8
Luckey Haskins;1185402;GC10AT8
dutchman73;677319;GC10AT8
awhsom;94624;GC10AT8
Crazy Taxicab;134029;GC10AT8
twilight rabbit;131524;GC10AT8
ReptileGuy;1162517;GC10AT8
hummingbird230;481136;GC10AT8
bengay70;1074082;GC10AT8
stevenog;942806;GC10AT8
Major Finder;844884;GC10AT8
pstanley;502241;GC10AT8
K-TEAM;30060;GC10AT8
laurellea;490769;GC10AT8
whirley;323581;GC10AT8
Gmalibby;972777;GC10AT9
Lil Sis Jo;1028331;GC10AT9
tasmo;1397731;GC10AT9
RocketmanC99;83859;GC10AT9
roelsch;29948;GC10AT9
Mean Gene;7108;GC10AT9
J&JEN;517316;GC10AT9
maggie_doodle14;1441145;GC10AT9
tarah08;1440924;GC10AT9
fultonhornet;1438920;GC10AT9
swimma99;1437098;GC10AT9
shane17;1418251;GC10AT9
phoebe1;808829;GC10AT9
eagle usa;1005863;GC10AT9
Crazy4Moose;935764;GC10AT9
Cycle Ken;502248;GC10AT9
Reform676;840751;GC10AT9
pearmanc;632133;GC10AT9
old scroller;1111143;GC10AT9
Le-roy;88360;GC10AT9
RicknJoy;920754;GC10AT9
snow_rules;2089;GC10AT9
garyjune;1195049;GC10AT9
YoungBlood85;573909;GC10AT9
Gerhardus;418856;GC10AT9
lake_wannabees;677965;GC10AT9
MidMOMarcia;637805;GC10AT9
GranNan;667501;GC10AT9
awhsom;94624;GC10AT9
Crazy Taxicab;134029;GC10AT9
twilight rabbit;131524;GC10AT9
3 englishmen & a woman;926277;GC10AT9
ReptileGuy;1162517;GC10AT9
hummingbird230;481136;GC10AT9
atprince;945557;GC10AT9
av8scuba;1100325;GC10AT9
Major Finder;844884;GC10AT9
pstanley;502241;GC10AT9
Arthur & Trillian;561623;GC10AT9
K-TEAM;30060;GC10AT9
light feather;809317;GC10AT9
cavebear7;977685;GC10AX0
Mad Dogs 5;258942;GC10AX0
L Frank;1017538;GC10AX0
jgooose;64307;GC10AX0
Fuzzy B;281148;GC10AX0
KevinBCCS;363466;GC10AX0
jheyen;1163636;GC10AX0
bookcacher;293311;GC10AX0
hart612;191462;GC10AX0
Peoria Bill;100752;GC10AX0
joranda;503984;GC10AX0
luckycharmer;898306;GC10AX0
g&s&scooter too;478841;GC10AX0
Mandolinman;392020;GC10AX0
Fiddlefiend;968075;GC10AX0
NoLemon;39418;GC10AX0
Team Jimni;1034834;GC10AX0
PC Long;193475;GC10AX0
osmond4;504458;GC10AX0
dickandjane;516299;GC10AX0
blackjeep1989;692270;GC10AX0
sarajeff;536885;GC10AX0
bakdoc;890431;GC10AX0
IA Hobbes;257666;GC10AX0
mjipitch;253892;GC10AX0
gorgon9380;527062;GC10AX0
NoCache-NoCredit;452088;GC10AX0
K-TEAM;30060;GC10AX0
myotis;11234;GC10AX0
roelsch;29948;GC10AX0
racer2814;744677;GC10AY9
koneko;72476;GC10AY9
king-of-halloween;159330;GC10AY9
cachingbearmama;747769;GC10AY9
GeoCoop;290388;GC10AY9
Geo Aladin;321572;GC10AY9
laugh and a half;737652;GC10AY9
golf and horses;737137;GC10AY9
macwin11se;146404;GC10AY9
team-m3;1295043;GC10AY9
Peoria Bill;100752;GC10AY9
racer2814;744677;GC10AY9
Happykraut;100925;GC10AY9
Faery_G;681575;GC10AY9
K-TEAM;30060;GC10AY9
UA fan;315315;GC10AY9
fl4t_four;1177809;GC10AY9
teamcarramrod1;492788;GC10AY9
daywatch;1112064;GC10AY9
munkyfunk;1142955;GC10AY9
OzGuff;155595;GC10AY9
Stormin&Shad;726665;GC10AY9
blackjeep1989;692270;GC10AY9
sbeng;39861;GC10AY9
RedBuckle;1069337;GC10AY9
nighthawk 55;1100090;GC10AY9
dusty and kate;1288712;GC10B6A
rdw832;1385204;GC10B6A
fam3;1384131;GC10B6A
stocker3;1119471;GC10B6A
geojane1;886853;GC10B6A
Jas. Cox;1011118;GC10B6A
seporp1;68496;GC10B6A
mike_anderson1492;71775;GC10B6A
daggy;24556;GC10B6A
Deermark;12918;GC10B6A
teacman;546086;GC10B6A
4Hart Jewels;1118451;GC10B6A
RGS;27639;GC10B6A
AirRaidFan;79654;GC10B6A
GibsonLP6;513802;GC10B6A
